what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1325540859806
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1325540860928
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1325540863904
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1325540865515
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1325540869272
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1325540869370
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1325540869429
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1325540871631
started,bundle,org.eclipse.compare,3.5.101.R36x_v20100929-0800,"org.eclipse.compare",1325540871932
started,bundle,org.eclipse.ecf.presence,2.0.0.v20100913-1814,"org.eclipse.ecf.presence",1325540872058
started,bundle,org.eclipse.ecf.presence.ui,2.1.0.v20100913-1814,"org.eclipse.ecf.presence.ui",1325540872059
started,bundle,org.eclipse.team.ecf.core,1.0.0.v20100913-1814,"org.eclipse.team.ecf.core",1325540872060
started,bundle,org.eclipse.team.ecf.ui,1.0.0.v20100913-1814,"org.eclipse.team.ecf.ui",1325540872061
started,bundle,org.eclipse.ecf.identity,3.1.0.v20100906-1425,"org.eclipse.ecf.identity",1325540872086
started,bundle,org.eclipse.ecf.provider,3.0.0.v20100913-1814,"org.eclipse.ecf.provider",1325540872092
started,bundle,org.eclipse.ecf.sharedobject,2.2.100.v20100913-1814,"org.eclipse.ecf.sharedobject",1325540872096
started,bundle,org.eclipse.ecf.provider.bittorrent,0.3.100.v20100913-1814,"org.eclipse.ecf.provider.bittorrent",1325540872098
started,bundle,org.eclipse.ecf.discovery,3.0.0.v20100913-1814,"org.eclipse.ecf.discovery",1325540872101
started,bundle,org.eclipse.ecf.provider.discovery,2.1.100.v20100913-1814,"org.eclipse.ecf.provider.discovery",1325540872103
started,bundle,org.eclipse.ecf.provider.irc,1.3.0.v20100913-1814,"org.eclipse.ecf.provider.irc",1325540872106
started,bundle,org.eclipse.ecf.provider.jmdns,4.0.0.v20100913-1814,"org.eclipse.ecf.provider.jmdns",1325540872109
started,bundle,ch.ethz.iks.slp,1.1.0.v20100913-1814,"ch.ethz.iks.slp",1325540872130
started,bundle,org.eclipse.ecf.provider.jslp,3.0.0.v20100913-1814,"org.eclipse.ecf.provider.jslp",1325540872132
started,bundle,org.eclipse.ecf.provider.msn,1.2.0.v20100913-1814,"org.eclipse.ecf.provider.msn",1325540872134
started,bundle,ch.ethz.iks.r_osgi.remote,1.0.0.RC4_v20100913-1814,"ch.ethz.iks.r_osgi.remote",1325540872157
started,bundle,org.eclipse.ecf.provider.r_osgi,3.1.0.v20100913-1814,"org.eclipse.ecf.provider.r_osgi",1325540872159
started,bundle,org.eclipse.ecf.provider.xmpp,3.1.100.v20100913-1814,"org.eclipse.ecf.provider.xmpp",1325540872161
started,bundle,org.eclipse.equinox.concurrent,1.0.200.v20110502,"org.eclipse.equinox.concurrent",1325540872167
started,bundle,org.eclipse.ecf.filetransfer,4.0.0.v20100906-1425,"org.eclipse.ecf.filetransfer",1325540872188
started,bundle,org.eclipse.ecf.provider.filetransfer.httpclient,4.0.0.v20100906-1425,"org.eclipse.ecf.provider.filetransfer.httpclient",1325540872193
started,bundle,org.eclipse.ecf.provider.filetransfer.efs,1.5.0.v20100913-1814,"org.eclipse.ecf.provider.filetransfer.efs",1325540872196
started,bundle,org.eclipse.ecf.provider.filetransfer.scp,2.0.0.v20100913-1814,"org.eclipse.ecf.provider.filetransfer.scp",1325540872198
started,bundle,org.eclipse.ecf.provider.filetransfer,3.1.0.v20100906-1425,"org.eclipse.ecf.provider.filetransfer",1325540872202
started,bundle,org.eclipse.ecf.provider.remoteservice,3.3.200.v20100913-1814,"org.eclipse.ecf.provider.remoteservice",1325540872208
started,bundle,org.eclipse.ecf.remoteservice.rest,2.0.0.v20100913-1814,"org.eclipse.ecf.remoteservice.rest",1325540872211
started,bundle,org.eclipse.ecf.provider.zookeeper,1.0.0.v20100913-1814,"org.eclipse.ecf.provider.zookeeper",1325540872216
started,bundle,org.eclipse.ecf.storage,2.0.0.v20100913-1814,"org.eclipse.ecf.storage",1325540872221
started,bundle,org.eclipse.ecf.docshare,2.1.0.v20100913-1814,"org.eclipse.ecf.docshare",1325540872224
started,bundle,org.eclipse.ecf.presence.collab.ui,1.3.0.v20100913-1814,"org.eclipse.ecf.presence.collab.ui",1325540872227
started,bundle,org.eclipse.ecf,3.1.0.v20100906-1425,"org.eclipse.ecf",1325540872231
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1325540873780
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1325540879519
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1325540882006
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1325540883268
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1325540883618
started,bundle,org.eclipse.jst.jsp.ui,1.1.500.v201006030742,"org.eclipse.jst.jsp.ui",1325540885126
started,bundle,org.eclipse.jst.jsp.core,1.2.301.v201007070628,"org.eclipse.jst.jsp.core",1325540885202
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1325540885447
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1325540887189
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1325540891862
activated,editor,org.eclipse.pde.ui,3.6.1.v20110210_r362,"org.eclipse.pde.ui.manifestEditor",1325540892015
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1325540907870
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1325540908815
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1325540912928
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1325540914370
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1325540923314
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1325540923390
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1325540923458
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1325540926468
