what,kind,bundleId,bundleVersion,description,time
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1325543216557
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1325543216620
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.saveAll",1325543241714
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1325543242892
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1325543243190
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1325543243411
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1325543245783
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1325543247656
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1325543252799
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1325543259718
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1325543262029
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.saveAll",1325543270401
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1325543271483
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1325543271864
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1325543272031
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1325543278471
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.saveAll",1325543285248
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1325543296990
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1325543305488
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1325543308538
closed,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1325543308539
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1325543334191
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1325543335648
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1325543340401
